@relation _home_praneeth_ml_homeworks_ml_homeworks_hw3_._dataset1_train

@attribute text string
@attribute @@class@@ {spam,ham}

@data
'Subject: devon accounting contact\r\nhere is the point person for devon accounting questions / information :\r\ngary wade\r\ndevon energy corporation\r\nrevenue accounting supervisor\r\ntel 405 - 552 - 4721\r\nwadeg @ dvn . com\r\n20 north broadway , suite 1500\r\noklahoma city , ok 73102 - 8260\r\nfax 405 - 552 - 4550',ham
'Subject: hplc / tglo deals\r\ndarren :\r\ni have a request from jim coffey that i hope you can help me with . he wants to know the cost of supplying the gas to the glo . i can follow the ena deals in path manager , but i am having a hard time with the hplc deals . it looks like we were using gas from the 215 contract . i can \' t tell , though , how the gas got to the 215 . can you tell me where we got the supply for hplc to sell and at what price ? i need to know for jan through may . the glo deal numbers are below , if you need them .\r\nmegan\r\njan 01 547201\r\nfeb 01 591307\r\nmar 01 640685\r\napr 01 692167\r\nmay 01 755787',ham
'Subject: re : meter 984229 - roos common point - trade zone 18\r\nvance :\r\nper our conversation , we have two possible options to resolve this deal ,\r\ndepending on whether the wellheads are producing or not .\r\nproducing : if that is the case , the purchase from calpine , and any contracts\r\nhedged to it will need to be backed up in the system to a wellhead level .\r\nonce that is done , i will need to research in the system how those wellheads\r\nwere allocated and paid and reallocate to your calpine deal . this will\r\nprobably have to go back to hplc \' s ownership of hplr \' s gathering assets .\r\nnon - producing : should we determine that the common point and any wells\r\nbehind it have been shut - in , or p & a \' d , we will need to reallocate this deal\r\nto zero , and unwind any hedges against it ( or , move the hedges to another\r\ndeal , if possible . since the deal is older , we probably sold lower priced\r\ncontracts against the production and a buy - back today would possibly result\r\nin a financial loss ) .\r\nin either case , the deal needs to be cleaned up back to the date of last flow\r\nat meter 4229 , which i am currently looking into . i will email you as soon\r\nas i ascertain that date .\r\nin lieu of the past couple of days , we may need to look at all of the deals\r\nwhich were impacted by hplc \' s aquisition of hplr \' s gathering to ensure that\r\nthey are being captured properly , both at a book level and at a state filing\r\nlevel . please let me know what your thoughts are as to how to accomplish\r\nthis .\r\nthank you again for all of your hard work in this area ,\r\nmary',ham
'Subject: training resources and cost to attend energy operations systems\r\nclasses\r\nas a follow - up to stephen schwarz \' s message below regarding training\r\nresources , i wanted to let everyone know that there will not be a charge in\r\n2000 for any energy operations employee to attend any training classes that\r\nhave been developed by energy operations ( i . e . , sitara , unify and\r\nmagellan / livelink ) . there will be a charge to your rc , however , if an energy\r\noperations employee signs up for one of these classes and fails to cancel\r\nwithin the established guidelines .\r\ni know there was a lot of concern regarding your budget and costs for\r\ntraining classes after the corporate training department announced that there\r\nwould be a change in policy this year . your rc will be charged a fee for any\r\ncourse that your employee signs up and attends through ernie . i just wanted\r\nto clarify the costs associated for any systems training detailed above will\r\nnot be charged to your rc even though you and your employees use ernie to\r\nregister for these classes . i have instructed the people in the training\r\ndepartment who are in charge of billing to follow this policy . if you\r\nreceive a charge in error on your rc report , please let me know immediately\r\nso that i can make the necessary corrections .\r\nif you have any further questions , please call me . thanks .\r\nlisa cousino\r\nx 3 - 6343\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by lisa b cousino / hou / ect on 03 / 01 / 2000\r\n07 : 06 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron north america corp .\r\nfrom : stephen p schwarz 02 / 29 / 2000 09 : 42 am\r\nto : sally beck / hou / ect @ ect , kristin albrecht / hou / ect @ ect , sheila\r\nglover / hou / ect @ ect , d todd hall / hou / ect @ ect , peggy hedstrom / cal / ect @ ect ,\r\nbrenda f herod / hou / ect @ ect , michael e moscoso / hou / ect @ ect , scott\r\npleus / hou / ect @ ect , brent a price / hou / ect @ ect , leslie reeves / hou / ect @ ect , mary\r\nsolmonson / hou / ect @ ect , robert superty / hou / ect @ ect , susan\r\nharrison / hou / ect @ ect , steve venturatos / hou / ect @ ect , scott mills / hou / ect @ ect ,\r\nsheri thomas / hou / ect @ ect\r\ncc : lisa b cousino / hou / ect @ ect\r\nsubject : training resources\r\nbeginning march 1 , the training resources you have been using from the\r\nproject sirius team , ( elwanda bennett and joyce jenkins ) , will no longer be\r\navailable . we have outsourced the delivery of operational training ,\r\nincluding the systems - oriented training that elwanda and joyce have been\r\ndelivering , to teamleadership center . many of you are already working with\r\nteamleadership on the development of operational training for energy\r\noperations . teamleadership will be working this year to integrate our\r\nsystems training and operational training into a single coordinated training\r\neffort tailored to the needs of energy operations .\r\nin an effort to manage effectively both priorities and dollars spent , lisa\r\ncousino will be ena \' s point of contact with teamleadership . please make lisa\r\naware of all services requested from teamleadership . if you have any\r\nquestions about these arrangements , please call lisa at x 36343 .\r\nplease share this information with your staff .\r\nstephen',ham
'Subject: ss 154\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 14 / 2000\r\n02 : 18 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n\" jacqueline blanchard \" on 06 / 14 / 2000 01 : 49 : 30\r\npm\r\nto :\r\ncc :\r\nsubject : ss 154\r\n- text . htm',ham
'Subject: re : preliminary \" buyback & deficiency deals \" worksheet for july\r\n2000 activity\r\nattached is the final \" buyback & deficiency deals \" worksheet for july 2000\r\nactivity .\r\nfrom : robert e lloyd 06 / 30 / 2000 05 : 44 pm\r\nto : gary a hanks / hou / ect @ ect , angela henn / hou / ect @ ect , howard b\r\ncamp / hou / ect @ ect , lee l papayoti / hou / ect @ ect , daren j farmer / hou / ect @ ect ,\r\ngary w lamphier / hou / ect @ ect , david baumbach / hou / ect @ ect , lisa\r\ncsikos / hou / ect @ ect , joanie h ngo / hou / ect @ ect , jennifer blay / hou / ect @ ect , pat\r\nclynes / corp / enron @ enron\r\ncc : robert e lloyd / hou / ect @ ect\r\nsubject : preliminary \" buyback & deficiency deals \" worksheet for july 2000\r\nactivity\r\nattached is a preliminary \" buyback & deficiency deals \" worksheet for july\r\n2000 activity .',ham
'Subject: nomination 6 / 1 / 2000 - eastrans\r\nthis is to nominate 32 , 800 mmbtu / d into eastrans effective 6 / 1 / 2000 .\r\nredeliveries will be made as follows :\r\n25 , 000 into pg & e at carthage\r\n7 , 800 from fuels cotton valley\r\nduke - residue sales = 4 , 520 mmbtu .',ham
'Subject: meter 980070 lonestar / hpl rusk for 10 / 99\r\nper our conversation , we do not have any numbers with 2 zeros in front .\r\n980070 does not exists in mips .\r\nthanks .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by peggy cameron / gpgfin / enron on 11 / 01 / 2000\r\n09 : 56 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nmary poorman\r\n11 / 01 / 2000 09 : 18 am\r\nto : peggy cameron / gpgfin / enron @ enron , patricia kirkwood / gpgfin / enron @ enron\r\ncc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron\r\nsubject : meter 980070 lonestar / hpl rusk for 10 / 99\r\npeggy and patricia ,\r\nthis is the last allocation exception i have to clear . when you have the\r\ntime , could you check the volumes for gas days 28 - 31 for october , 1999 . i\r\nphoned peggy this morning regarding this meter , and apparently it is outside\r\nmeasured . i need to verify that flow occured so that i can have a deal ( s )\r\nextended to allocate the flow to .\r\nthank you again for all of your assistance , i really appreciate all that you\r\nhave done .\r\nmary\r\ndaren ,\r\ni am going to leave a copy of the meter volume , and prior purchases to review .\r\nthank you for you assistance and patience .\r\nmary',ham
'Subject: revised tinsley availabilities ( tetco p / l )\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 15 / 2000\r\n11 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n\" steve holmes \" on 06 / 15 / 2000 11 : 14 : 33 am\r\nto :\r\ncc :\r\nsubject : revised tinsley availabilities ( tetco p / l )\r\nplease see the attached revised availability to be effective 6 / 17 / 00 . i am\r\nnot sure who the tetco scheduler is , so please pass along a copy of this to\r\nthe appropriate scheduler .\r\nthanks ,\r\n- tinsleyreveffo 61700 . xls',ham
'Subject: re : copano line gain contract needed at meter 5310\r\ndaren ,\r\ndeal 93481 expired 12 / 31 / 99 , is there a new deal to replace it .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by sherlyn schumack / hou / ect on 02 / 16 / 2000\r\n04 : 48 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfred boas\r\n02 / 16 / 2000 04 : 46 pm\r\nto : sherlyn schumack / hou / ect @ ect\r\ncc :\r\nsubject : re : copano line gain contract needed at meter 5310\r\nto : fred boas / hou / ect @ ect\r\ncc : howard b camp / hou / ect @ ect , robert e lloyd / hou / ect @ ect\r\nsubject : re : copano line gain contract needed at meter 5310\r\ndone .\r\nthanks , stella\r\nfred boas\r\n08 / 20 / 99 06 : 53 pm\r\nto : stella l morris / hou / ect @ ect\r\ncc : howard b camp / hou / ect @ ect , robert e lloyd / hou / ect @ ect\r\nsubject : re : copano line gain contract needed at meter 5310\r\nstella :\r\ni set up the accounting arrangement on the hplr transport contract\r\n012 - 64610 - 02 - 052 for january through june per daren \' s instructions below .\r\nthe tracking id for all 6 months is 34500 .\r\ni also set up accounting arrangement on the hplc transport contract\r\n012 - 41500 - 02 - 015 for july per daren \' s instructions below . the tracking id\r\nfor july is 34501 . if you would , please put the transport contract in pops\r\non monday morning and call me when your done so that i can reallocate the\r\nmeters . i need to call copano to tell them that their payment is on the way .\r\ni need the transport contracts , hplr and hplc put in for all 31 days of each\r\nof the respective months .\r\nas always thanks in advance for your help ,\r\nfred\r\ndaren j farmer\r\n08 / 20 / 99 04 : 50 pm\r\nto : fred boas / hou / ect @ ect\r\ncc :\r\nsubject : re : copano line gain contract needed at meter 5310\r\nfred ,\r\ni had the typed the deal numbers incorrectly . july forward is on 93481 .\r\njanuary - june is on 69176 .\r\ndaren\r\nfred boas\r\n08 / 20 / 99 12 : 56 pm\r\nto : daren j farmer / hou / ect @ ect , stella l morris / hou / ect @ ect\r\ncc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect , charlene\r\nrichmond / hou / ect @ ect\r\nsubject : copano line gain contract needed at meter 5310\r\ndaren :\r\ni looked in path manager and i see two deals - 93480 and 93481 , but i don \' t\r\nsee deal 69176 for july forward that you mentioned below . also , please\r\nverify that the deal for january through june is 93481 and if the 69176 deal\r\nis correct for july forward .\r\nstella :\r\ni will need to set up accounting arrangements for these deals from january\r\nforward . from daren \' s note below it appears that for january through june i\r\nwill need an hplr transportation contract put in pops . when daren and i get\r\nthe deal number issue resolved for july forward i will need an hplc contract\r\nput into pops . also for july forward , i will need the hplc contract in pops\r\nevery month through december to allocate copano line gain to if it occurs .\r\nthanks to both of you ,\r\nfred\r\ndaren j farmer\r\n08 / 19 / 99 11 : 16 am\r\nto : fred boas / hou / ect @ ect\r\ncc : stella l morris / hou / ect @ ect , robert e lloyd / hou / ect @ ect , howard b\r\ncamp / hou / ect @ ect , charlene richmond / hou / ect @ ect\r\nsubject : re : copano line gain contract needed at meter 5310\r\nfred ,\r\ni have pathed the purchase from copano for 1999 in mops . jan - jun is under\r\nhplr ( sitara 93481 ) . july forward is under hplc ( sitara 69176 ) . i\r\nunderstand that i cannot renom this to the pipe for prior months , because the\r\ncallout allocations will be affected . so , you will need to set up accounting\r\narrangements to get the nom into pops .\r\nlet me know if you have any questions .\r\ndaren\r\nfred boas\r\n08 / 19 / 99 08 : 01 am\r\nto : stella l morris / hou / ect @ ect , daren j farmer / hou / ect @ ect\r\ncc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect , charlene\r\nrichmond / hou / ect @ ect\r\nsubject : re : copano line gain contract needed at meter 5310\r\nstella / daren :\r\nwhat is the status of this request ? please let me know when i can reallocate\r\nthis meter , the customer has not been paid for 3 months and is complaining .\r\nfred\r\nto : robert e lloyd / hou / ect @ ect\r\ncc : fred boas / hou / ect @ ect , mary m smith / hou / ect @ ect\r\nsubject : re : copano line gain contract needed at meter 5310\r\nthanks for your help robert .\r\nthanks again , stella\r\nfrom : robert e lloyd 08 / 12 / 99 04 : 29 pm\r\nto : stella l morris / hou / ect @ ect\r\ncc :\r\nsubject : copano line gain contract needed at meter 5310\r\nfyi\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 12 / 99 04 : 29\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nlauri a allen\r\n08 / 12 / 99 04 : 02 pm\r\nto : daren j farmer / hou / ect @ ect\r\ncc : fred boas / hou / ect @ ect , robert e lloyd / hou / ect @ ect\r\nsubject : copano line gain contract needed at meter 5310\r\ndaren - fyi . there are deal tickets in sitara to cover this transaction -\r\n# 69176 for hplr and # 93481 for hplc - but they have zero volume and were not\r\npathed in unify . could you get someone in your group to set these up for\r\nfred , please ? let me know if you have any questions . thanks .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by lauri a allen / hou / ect on 08 / 12 / 99 03 : 59\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfred boas\r\n08 / 12 / 99 11 : 19 am\r\nto : stella l morris / hou / ect @ ect\r\ncc : lauri a allen / hou / ect @ ect , karen lambert / hou / ect @ ect , howard b\r\ncamp / hou / ect @ ect , robert e lloyd / hou / ect @ ect\r\nsubject : copano line gain contract needed at meter 5310\r\nstella :\r\ni need the above referenced contract put into pops for january , may , june ,\r\njuly , and august 1999 forward . i need the contract in pops for august\r\nforward because i never know when copano will allocate line gain to itself .\r\nin 1998 a spot contract was set up between hplr and copano pipeline / south\r\ntexas , l . p . with a synergi contract number 078 - 62210 - 101 and a global number\r\nof 96016880 by karen lambert . per karen this old agreement was terminated by\r\ndan hyvl due to hplr business change to ect . in 1999 , when copano began\r\nallocating line gain to themselves again i contacted lauri , karen , and\r\nyourself to see if i could get the contract in pops . karen sent me an e - mail\r\nindicating that she set - up a new contract for this hplc line gain purchase -\r\nglobal # 96022367 ( i don \' t have a \" synergi \" contract number ) . i know that in\r\n3 / 99 lauri contacted bernard widacki at copano to discuss this issue .\r\ni need lauri to review this and then i need the contract to be put in pops so\r\nthat i can correctly allocate the gas at this meter . i have not allocated\r\nany line gain in 1999 and the volumes are small . karen is the most\r\nknowledgeable about this contract , so i suggest that any questions be\r\ndirected to her regarding contract issues . karen worked with bernard widacki\r\nat copano to set up the contract originally .\r\nthanks ,\r\nfred',ham
